BlockId,Label
blk_1000001135,Normal
blk_1000001136,Anomaly
blk_1000001137,Normal
blk_1000001138,Normal
blk_1000001139,Anomaly
blk_1000001140,Normal
blk_1000001141,Normal
blk_1000001142,Normal
blk_1000001143,Normal
blk_1000001144,Normal
blk_1000001145,Normal
blk_1000001146,Normal
blk_1000001147,Normal
blk_1000001148,Normal
blk_1000001149,Normal
blk_1000001150,Normal
blk_1000001151,Normal
blk_1000001152,Anomaly
blk_1000001153,Anomaly
blk_1000001154,Normal
blk_1000001155,Normal
blk_1000001156,Normal
blk_1000001157,Normal
blk_1000001158,Anomaly
blk_1000001159,Anomaly
blk_1000001160,Normal
blk_1000001161,Anomaly
blk_1000001162,Normal
blk_1000001163,Anomaly
blk_1000001164,Normal
blk_1000001165,Normal
blk_1000001166,Normal
blk_1000001167,Normal
blk_1000001168,Anomaly
blk_1000001169,Anomaly
blk_1000001170,Normal
blk_1000001171,Normal
blk_1000001172,Normal
blk_1000001173,Normal
blk_1000001174,Normal
blk_1000001175,Normal
blk_1000001176,Normal
blk_1000001177,Normal
blk_1000001178,Normal
blk_1000001179,Anomaly
blk_1000001180,Normal
blk_1000001181,Normal
blk_1000001182,Normal
blk_1000001183,Anomaly
blk_1000001184,Normal
blk_1000001185,Normal
blk_1000001186,Normal
blk_1000001187,Normal
blk_1000001188,Normal
blk_1000001189,Normal
blk_1000001190,Normal
blk_1000001191,Normal
blk_1000001192,Normal
blk_1000001193,Anomaly
blk_1000001194,Normal
blk_1000001195,Normal
blk_1000001196,Normal
blk_1000001197,Normal
blk_1000001198,Normal
blk_1000001199,Normal
blk_1000001200,Normal
blk_1000001201,Normal
blk_1000001202,Normal
blk_1000001203,Normal
blk_1000001204,Anomaly
blk_1000001205,Normal
blk_1000001206,Anomaly
blk_1000001207,Normal
blk_1000001208,Normal
blk_1000001209,Normal
blk_1000001210,Normal
blk_1000001211,Normal
blk_1000001212,Normal
blk_1000001213,Anomaly
blk_1000001214,Normal
blk_1000001215,Anomaly
blk_1000001216,Normal
blk_1000001217,Normal
blk_1000001218,Normal
blk_1000001219,Normal
blk_1000001220,Normal
blk_1000001221,Normal
blk_1000001222,Anomaly
blk_1000001223,Normal
blk_1000001224,Anomaly
blk_1000001225,Normal
blk_1000001226,Normal
blk_1000001227,Normal
blk_1000001228,Anomaly
blk_1000001229,Anomaly
blk_1000001230,Normal
blk_1000001231,Normal
blk_1000001232,Normal
blk_1000001233,Normal
blk_1000001234,Normal
blk_1000001235,Normal
blk_1000001236,Normal
blk_1000001237,Normal
blk_1000001238,Normal
blk_1000001239,Normal
blk_1000001240,Normal
blk_1000001241,Normal
blk_1000001242,Normal
blk_1000001243,Normal
blk_1000001244,Normal
blk_1000001245,Normal
blk_1000001246,Normal
blk_1000001247,Normal
blk_1000001248,Normal
blk_1000001249,Normal
blk_1000001250,Normal
blk_1000001251,Normal
blk_1000001252,Normal
blk_1000001253,Normal
blk_1000001254,Normal
blk_1000001255,Normal
blk_1000001256,Anomaly
blk_1000001257,Normal
blk_1000001258,Normal
blk_1000001259,Normal
blk_1000001260,Normal
blk_1000001261,Normal
blk_1000001262,Anomaly
blk_1000001263,Normal
blk_1000001264,Normal
blk_1000001265,Normal
blk_1000001266,Normal
blk_1000001267,Normal
blk_1000001268,Normal
blk_1000001269,Normal
blk_1000001270,Anomaly
blk_1000001271,Normal
blk_1000001272,Normal
blk_1000001273,Anomaly
blk_1000001274,Normal
blk_1000001275,Anomaly
blk_1000001276,Normal
blk_1000001277,Normal
blk_1000001278,Normal
blk_1000001279,Normal
blk_1000001280,Normal
blk_1000001281,Normal
blk_1000001282,Normal
blk_1000001283,Normal
blk_1000001284,Normal
blk_1000001285,Normal
blk_1000001286,Normal
blk_1000001287,Normal
blk_1000001288,Normal
blk_1000001289,Normal
blk_1000001290,Normal
blk_1000001291,Normal
blk_1000001292,Anomaly
blk_1000001293,Normal
blk_1000001294,Normal
blk_1000001295,Normal
blk_1000001296,Normal
blk_1000001297,Normal
blk_1000001298,Normal
blk_1000001299,Normal
blk_1000001300,Normal
blk_1000001301,Normal
blk_1000001302,Normal
blk_1000001303,Normal
blk_1000001304,Normal
blk_1000001305,Normal
blk_1000001306,Normal
blk_1000001307,Normal
blk_1000001308,Normal
blk_1000001309,Normal
blk_1000001310,Normal
blk_1000001311,Anomaly
blk_1000001312,Normal
blk_1000001313,Anomaly
blk_1000001314,Normal
blk_1000001315,Normal
blk_1000001316,Normal
blk_1000001317,Normal
blk_1000001318,Normal
blk_1000001319,Anomaly
blk_1000001320,Normal
blk_1000001321,Normal
blk_1000001322,Normal
blk_1000001323,Normal
blk_1000001324,Normal
blk_1000001325,Normal
blk_1000001326,Normal
blk_1000001327,Normal
blk_1000001328,Normal
blk_1000001329,Normal
blk_1000001330,Normal
blk_1000001331,Normal
blk_1000001332,Anomaly
blk_1000001333,Normal
blk_1000001334,Normal
blk_1000001335,Normal
blk_1000001336,Normal
blk_1000001337,Anomaly
blk_1000001338,Normal
blk_1000001339,Normal
blk_1000001340,Normal
blk_1000001341,Normal
blk_1000001342,Normal
blk_1000001343,Normal
blk_1000001344,Normal
blk_1000001345,Normal
blk_1000001346,Normal
blk_1000001347,Normal
blk_1000001348,Normal
blk_1000001349,Anomaly
blk_1000001350,Anomaly
blk_1000001351,Normal
blk_1000001352,Normal
blk_1000001353,Normal
blk_1000001354,Normal
blk_1000001355,Normal
blk_1000001356,Normal
blk_1000001357,Normal
blk_1000001358,Anomaly
blk_1000001359,Normal
blk_1000001360,Anomaly
blk_1000001361,Normal
blk_1000001362,Normal
blk_1000001363,Normal
blk_1000001364,Normal
blk_1000001365,Normal
blk_1000001366,Normal
blk_1000001367,Anomaly
blk_1000001368,Normal
blk_1000001369,Normal
blk_1000001370,Normal
blk_1000001371,Normal
blk_1000001372,Normal
blk_1000001373,Normal
blk_1000001374,Normal
blk_1000001375,Normal
blk_1000001376,Normal
blk_1000001377,Anomaly
blk_1000001378,Normal
blk_1000001379,Anomaly
blk_1000001380,Normal
blk_1000001381,Anomaly
blk_1000001382,Anomaly
blk_1000001383,Normal
blk_1000001384,Normal
blk_1000001385,Normal
blk_1000001386,Normal
blk_1000001387,Normal
blk_1000001388,Normal
blk_1000001389,Normal
blk_1000001390,Normal
blk_1000001391,Normal
blk_1000001392,Anomaly
blk_1000001393,Normal
blk_1000001394,Normal
blk_1000001395,Anomaly
blk_1000001396,Normal
blk_1000001397,Normal
blk_1000001398,Normal
blk_1000001399,Normal
blk_1000001400,Anomaly
blk_1000001401,Anomaly
blk_1000001402,Normal
blk_1000001403,Normal
blk_1000001404,Normal
blk_1000001405,Normal
blk_1000001406,Normal
blk_1000001407,Normal
blk_1000001408,Normal
blk_1000001409,Anomaly
blk_1000001410,Normal
blk_1000001411,Anomaly
blk_1000001412,Normal
blk_1000001413,Anomaly
blk_1000001414,Normal
blk_1000001415,Normal
blk_1000001416,Normal
blk_1000001417,Normal
blk_1000001418,Normal
blk_1000001419,Normal
blk_1000001420,Normal
blk_1000001421,Normal
blk_1000001422,Normal
blk_1000001423,Normal
blk_1000001424,Normal
blk_1000001425,Normal
blk_1000001426,Normal
blk_1000001427,Normal
blk_1000001428,Normal
blk_1000001429,Normal
blk_1000001430,Normal
blk_1000001431,Normal
blk_1000001432,Normal
blk_1000001433,Anomaly
blk_1000001434,Normal
blk_1000001435,Anomaly
blk_1000001436,Normal
blk_1000001437,Normal
blk_1000001438,Normal
blk_1000001439,Normal
blk_1000001440,Normal
blk_1000001441,Normal
blk_1000001442,Normal
blk_1000001443,Normal
blk_1000001444,Anomaly
blk_1000001445,Normal
blk_1000001446,Anomaly
blk_1000001447,Normal
blk_1000001448,Normal
blk_1000001449,Normal
blk_1000001450,Anomaly
blk_1000001451,Anomaly
blk_1000001452,Normal
blk_1000001453,Anomaly
blk_1000001454,Anomaly
blk_1000001455,Normal
blk_1000001456,Normal
blk_1000001457,Normal
blk_1000001458,Normal
blk_1000001459,Normal
blk_1000001460,Normal
blk_1000001461,Normal
blk_1000001462,Normal
blk_1000001463,Normal
blk_1000001464,Normal
blk_1000001465,Normal
blk_1000001466,Normal
blk_1000001467,Normal
blk_1000001468,Normal
blk_1000001469,Normal
blk_1000001470,Normal
blk_1000001471,Normal
blk_1000001472,Normal
blk_1000001473,Normal
blk_1000001474,Anomaly
blk_1000001475,Normal
blk_1000001476,Normal
blk_1000001477,Normal
blk_1000001478,Normal
blk_1000001479,Normal
blk_1000001480,Normal
blk_1000001481,Normal
blk_1000001482,Normal
blk_1000001483,Normal
blk_1000001484,Normal
blk_1000001485,Normal
blk_1000001486,Normal
blk_1000001487,Normal
blk_1000001488,Anomaly
blk_1000001489,Normal
blk_1000001490,Normal
blk_1000001491,Normal
blk_1000001492,Anomaly
blk_1000001493,Anomaly
blk_1000001494,Normal
blk_1000001495,Normal
blk_1000001496,Normal
blk_1000001497,Anomaly
blk_1000001498,Normal
blk_1000001499,Normal
blk_1000001500,Normal
blk_1000001501,Normal
blk_1000001502,Normal
blk_1000001503,Normal
blk_1000001504,Normal
blk_1000001505,Normal
blk_1000001506,Normal
blk_1000001507,Normal
blk_1000001508,Normal
blk_1000001509,Normal
blk_1000001510,Anomaly
blk_1000001511,Normal
blk_1000001512,Normal
blk_1000001513,Anomaly
blk_1000001514,Normal
blk_1000001515,Normal
blk_1000001516,Normal
blk_1000001517,Anomaly
blk_1000001518,Normal
blk_1000001519,Normal
blk_1000001520,Normal
blk_1000001521,Normal
blk_1000001522,Anomaly
blk_1000001523,Normal
blk_1000001524,Normal
blk_1000001525,Normal
blk_1000001526,Normal
blk_1000001527,Normal
blk_1000001528,Normal
blk_1000001529,Normal
blk_1000001530,Normal
blk_1000001531,Normal
blk_1000001532,Normal
blk_1000001533,Normal
blk_1000001534,Anomaly
blk_1000001535,Normal
blk_1000001536,Normal
blk_1000001537,Normal
blk_1000001538,Normal
blk_1000001539,Normal
blk_1000001540,Normal
blk_1000001541,Normal
blk_1000001542,Normal
blk_1000001543,Normal
blk_1000001544,Normal
blk_1000001545,Normal
blk_1000001546,Normal
blk_1000001547,Normal
blk_1000001548,Anomaly
blk_1000001549,Normal
blk_1000001550,Anomaly
blk_1000001551,Anomaly
blk_1000001552,Anomaly
blk_1000001553,Normal
blk_1000001554,Normal
blk_1000001555,Normal
blk_1000001556,Anomaly
blk_1000001557,Anomaly
blk_1000001558,Anomaly
blk_1000001559,Anomaly
blk_1000001560,Normal
blk_1000001561,Normal
blk_1000001562,Normal
blk_1000001563,Normal
blk_1000001564,Normal
blk_1000001565,Normal
blk_1000001566,Normal
blk_1000001567,Normal
blk_1000001568,Normal
blk_1000001569,Normal
blk_1000001570,Normal
blk_1000001571,Normal
blk_1000001572,Normal
blk_1000001573,Normal
blk_1000001574,Normal
blk_1000001575,Normal
blk_1000001576,Normal
blk_1000001577,Normal
blk_1000001578,Anomaly
blk_1000001579,Normal
blk_1000001580,Normal
blk_1000001581,Normal
blk_1000001582,Normal
blk_1000001583,Normal
blk_1000001584,Anomaly
blk_1000001585,Normal
blk_1000001586,Normal
blk_1000001587,Normal
blk_1000001588,Normal
blk_1000001589,Normal
blk_1000001590,Normal
blk_1000001591,Normal
blk_1000001592,Normal
blk_1000001593,Normal
blk_1000001594,Normal
blk_1000001595,Anomaly
blk_1000001596,Normal
blk_1000001597,Normal
blk_1000001598,Normal
blk_1000001599,Normal
blk_1000001600,Normal
blk_1000001601,Anomaly
blk_1000001602,Normal
blk_1000001603,Anomaly
blk_1000001604,Normal
blk_1000001605,Anomaly
blk_1000001606,Normal
blk_1000001607,Normal
blk_1000001608,Normal
blk_1000001609,Normal
blk_1000001610,Anomaly
blk_1000001611,Anomaly
blk_1000001612,Normal
blk_1000001613,Normal
blk_1000001614,Normal
blk_1000001615,Normal
blk_1000001616,Normal
blk_1000001617,Normal
blk_1000001618,Normal
blk_1000001619,Normal
blk_1000001620,Anomaly
blk_1000001621,Normal
blk_1000001622,Normal
blk_1000001623,Normal
blk_1000001624,Normal
blk_1000001625,Normal
blk_1000001626,Normal
blk_1000001627,Normal
blk_1000001628,Normal
blk_1000001629,Normal
blk_1000001630,Normal
blk_1000001631,Normal
blk_1000001632,Normal
blk_1000001633,Anomaly
blk_1000001634,Normal
blk_1000001635,Normal
blk_1000001636,Anomaly
blk_1000001637,Anomaly
blk_1000001638,Normal
blk_1000001639,Normal
blk_1000001640,Normal
blk_1000001641,Normal
blk_1000001642,Normal
blk_1000001643,Anomaly
blk_1000001644,Normal
blk_1000001645,Normal
blk_1000001646,Normal
blk_1000001647,Normal
blk_1000001648,Normal
blk_1000001649,Normal
blk_1000001650,Anomaly
blk_1000001651,Normal
blk_1000001652,Normal
blk_1000001653,Normal
blk_1000001654,Normal
blk_1000001655,Anomaly
blk_1000001656,Normal
blk_1000001657,Normal
blk_1000001658,Normal
blk_1000001659,Normal
blk_1000001660,Normal
blk_1000001661,Normal
blk_1000001662,Anomaly
blk_1000001663,Normal
blk_1000001664,Normal
blk_1000001665,Normal
blk_1000001666,Normal
blk_1000001667,Normal
blk_1000001668,Normal
blk_1000001669,Normal
blk_1000001670,Normal
blk_1000001671,Normal
blk_1000001672,Normal
blk_1000001673,Normal
blk_1000001674,Normal
blk_1000001675,Normal
blk_1000001676,Normal
blk_1000001677,Normal
blk_1000001678,Normal
blk_1000001679,Normal
blk_1000001680,Normal
blk_1000001681,Normal
blk_1000001682,Normal
blk_1000001683,Normal
blk_1000001684,Normal
blk_1000001685,Normal
blk_1000001686,Normal
blk_1000001687,Anomaly
blk_1000001688,Normal
blk_1000001689,Normal
blk_1000001690,Normal
blk_1000001691,Normal
blk_1000001692,Normal
blk_1000001693,Normal
blk_1000001694,Normal
blk_1000001695,Normal
blk_1000001696,Normal
blk_1000001697,Normal
blk_1000001698,Normal
blk_1000001699,Anomaly
blk_1000001700,Anomaly
blk_1000001701,Normal
blk_1000001702,Normal
blk_1000001703,Normal
blk_1000001704,Normal
blk_1000001705,Normal
blk_1000001706,Anomaly
blk_1000001707,Normal
blk_1000001708,Normal
blk_1000001709,Normal
blk_1000001710,Normal
blk_1000001711,Normal
blk_1000001712,Normal
blk_1000001713,Normal
blk_1000001714,Normal
blk_1000001715,Normal
blk_1000001716,Normal
blk_1000001717,Normal
blk_1000001718,Normal
blk_1000001719,Normal
blk_1000001720,Normal
blk_1000001721,Normal
blk_1000001722,Anomaly
blk_1000001723,Normal
blk_1000001724,Anomaly
blk_1000001725,Normal
blk_1000001726,Normal
blk_1000001727,Normal
blk_1000001728,Normal
blk_1000001729,Normal
blk_1000001730,Normal
blk_1000001731,Normal
blk_1000001732,Normal
blk_1000001733,Normal
blk_1000001734,Normal
blk_1000001735,Anomaly
blk_1000001736,Normal
blk_1000001737,Normal
blk_1000001738,Anomaly
blk_1000001739,Normal
blk_1000001740,Normal
blk_1000001741,Normal
blk_1000001742,Normal
blk_1000001743,Normal
blk_1000001744,Normal
blk_1000001745,Normal
blk_1000001746,Anomaly
blk_1000001747,Normal
blk_1000001748,Normal
blk_1000001749,Normal
blk_1000001750,Normal
blk_1000001751,Normal
blk_1000001752,Normal
blk_1000001753,Normal
blk_1000001754,Normal
blk_1000001755,Normal
blk_1000001756,Normal
blk_1000001757,Normal
blk_1000001758,Normal
blk_1000001759,Normal
blk_1000001760,Normal
blk_1000001761,Normal
blk_1000001762,Anomaly
blk_1000001763,Anomaly
blk_1000001764,Normal
blk_1000001765,Normal
blk_1000001766,Normal
blk_1000001767,Normal
blk_1000001768,Normal
blk_1000001769,Normal
blk_1000001770,Normal
blk_1000001771,Normal
blk_1000001772,Normal
blk_1000001773,Normal
blk_1000001774,Normal
blk_1000001775,Normal
blk_1000001776,Normal
blk_1000001777,Normal
blk_1000001778,Anomaly
blk_1000001779,Normal
blk_1000001780,Normal
blk_1000001781,Normal
blk_1000001782,Normal
blk_1000001783,Normal
blk_1000001784,Normal
blk_1000001785,Normal
blk_1000001786,Anomaly
blk_1000001787,Normal
blk_1000001788,Normal
blk_1000001789,Normal
blk_1000001790,Normal
blk_1000001791,Normal
blk_1000001792,Normal
blk_1000001793,Anomaly
blk_1000001794,Anomaly
blk_1000001795,Normal
blk_1000001796,Normal
blk_1000001797,Normal
blk_1000001798,Normal
blk_1000001799,Normal
blk_1000001800,Normal
blk_1000001801,Normal
blk_1000001802,Normal
blk_1000001803,Normal
blk_1000001804,Normal
blk_1000001805,Normal
blk_1000001806,Normal
blk_1000001807,Normal
blk_1000001808,Anomaly
blk_1000001809,Normal
blk_1000001810,Normal
blk_1000001811,Anomaly
blk_1000001812,Normal
blk_1000001813,Normal
blk_1000001814,Normal
blk_1000001815,Normal
blk_1000001816,Normal
blk_1000001817,Normal
blk_1000001818,Anomaly
blk_1000001819,Normal
blk_1000001820,Normal
blk_1000001821,Anomaly
blk_1000001822,Normal
blk_1000001823,Normal
blk_1000001824,Normal
blk_1000001825,Normal
blk_1000001826,Normal
blk_1000001827,Normal
blk_1000001828,Normal
blk_1000001829,Normal
blk_1000001830,Anomaly
blk_1000001831,Anomaly
blk_1000001832,Normal
blk_1000001833,Normal
blk_1000001834,Normal
blk_1000001835,Anomaly
blk_1000001836,Normal
blk_1000001837,Anomaly
blk_1000001838,Normal
blk_1000001839,Normal
blk_1000001840,Normal
blk_1000001841,Anomaly
blk_1000001842,Normal
blk_1000001843,Normal
blk_1000001844,Anomaly
blk_1000001845,Normal
blk_1000001846,Normal
blk_1000001847,Normal
blk_1000001848,Normal
blk_1000001849,Normal
blk_1000001850,Normal
blk_1000001851,Normal
blk_1000001852,Normal
blk_1000001853,Normal
blk_1000001854,Normal
blk_1000001855,Normal
blk_1000001856,Normal
blk_1000001857,Normal
blk_1000001858,Normal
blk_1000001859,Normal
blk_1000001860,Anomaly
blk_1000001861,Normal
blk_1000001862,Normal
blk_1000001863,Normal
blk_1000001864,Normal
blk_1000001865,Normal
blk_1000001866,Normal
blk_1000001867,Normal
blk_1000001868,Normal
blk_1000001869,Normal
blk_1000001870,Normal
blk_1000001871,Normal
blk_1000001872,Normal
blk_1000001873,Normal
blk_1000001874,Normal
blk_1000001875,Normal
blk_1000001876,Normal
blk_1000001877,Normal
blk_1000001878,Normal
blk_1000001879,Normal
blk_1000001880,Normal
blk_1000001881,Normal
blk_1000001882,Normal
blk_1000001883,Anomaly
blk_1000001884,Normal
blk_1000001885,Normal
blk_1000001886,Normal
blk_1000001887,Normal
blk_1000001888,Normal
blk_1000001889,Normal
blk_1000001890,Normal
blk_1000001891,Normal
blk_1000001892,Normal
blk_1000001893,Normal
blk_1000001894,Normal
blk_1000001895,Normal
blk_1000001896,Normal
blk_1000001897,Normal
blk_1000001898,Normal
blk_1000001899,Normal
blk_1000001900,Normal
blk_1000001901,Normal
blk_1000001902,Normal
blk_1000001903,Normal
blk_1000001904,Normal
blk_1000001905,Normal
blk_1000001906,Normal
blk_1000001907,Normal
blk_1000001908,Normal
blk_1000001909,Normal
blk_1000001910,Normal
blk_1000001911,Normal
blk_1000001912,Normal
blk_1000001913,Normal
blk_1000001914,Anomaly
blk_1000001915,Normal
blk_1000001916,Normal
blk_1000001917,Normal
blk_1000001918,Normal
blk_1000001919,Anomaly
blk_1000001920,Normal
blk_1000001921,Normal
blk_1000001922,Normal
blk_1000001923,Normal
blk_1000001924,Normal
blk_1000001925,Anomaly
blk_1000001926,Normal
blk_1000001927,Normal
blk_1000001928,Normal
blk_1000001929,Normal
blk_1000001930,Normal
blk_1000001931,Normal
blk_1000001932,Normal
blk_1000001933,Anomaly
blk_1000001934,Normal
blk_1000001935,Normal
blk_1000001936,Normal
blk_1000001937,Normal
blk_1000001938,Normal
blk_1000001939,Normal
blk_1000001940,Normal
blk_1000001941,Anomaly
blk_1000001942,Normal
blk_1000001943,Anomaly
blk_1000001944,Normal
blk_1000001945,Anomaly
blk_1000001946,Normal
blk_1000001947,Normal
blk_1000001948,Normal
blk_1000001949,Normal
blk_1000001950,Normal
blk_1000001951,Anomaly
blk_1000001952,Normal
blk_1000001953,Normal
blk_1000001954,Normal
blk_1000001955,Normal
blk_1000001956,Anomaly
blk_1000001957,Normal
blk_1000001958,Normal
blk_1000001959,Normal
blk_1000001960,Normal
blk_1000001961,Normal
blk_1000001962,Normal
blk_1000001963,Normal
blk_1000001964,Normal
blk_1000001965,Normal
blk_1000001966,Normal
blk_1000001967,Anomaly
blk_1000001968,Normal
blk_1000001969,Normal
blk_1000001970,Normal
blk_1000001971,Normal
blk_1000001972,Normal
blk_1000001973,Normal
blk_1000001974,Normal
blk_1000001975,Normal
blk_1000001976,Normal
blk_1000001977,Normal
blk_1000001978,Normal
blk_1000001979,Normal
blk_1000001980,Normal
blk_1000001981,Anomaly
blk_1000001982,Normal
blk_1000001983,Normal
blk_1000001984,Normal
blk_1000001985,Normal
blk_1000001986,Normal
blk_1000001987,Normal
blk_1000001988,Normal
blk_1000001989,Normal
blk_1000001990,Normal
blk_1000001991,Normal
blk_1000001992,Normal
blk_1000001993,Anomaly
blk_1000001994,Anomaly
blk_1000001995,Normal
blk_1000001996,Normal
blk_1000001997,Normal
blk_1000001998,Normal
blk_1000001999,Normal
blk_1000002000,Normal
blk_1000002001,Normal
blk_1000002002,Normal
blk_1000002003,Normal
blk_1000002004,Normal
blk_1000002005,Normal
blk_1000002006,Anomaly
blk_1000002007,Normal
blk_1000002008,Normal
blk_1000002009,Normal
blk_1000002010,Normal
blk_1000002011,Normal
blk_1000002012,Anomaly
blk_1000002013,Normal
blk_1000002014,Normal
blk_1000002015,Anomaly
blk_1000002016,Normal
blk_1000002017,Normal
blk_1000002018,Normal
blk_1000002019,Normal
blk_1000002020,Normal
blk_1000002021,Normal
blk_1000002022,Normal
blk_1000002023,Normal
blk_1000002024,Normal
blk_1000002025,Normal
blk_1000002026,Normal
blk_1000002027,Normal
blk_1000002028,Normal
blk_1000002029,Normal
blk_1000002030,Normal
blk_1000002031,Normal
blk_1000002032,Normal
blk_1000002033,Normal
blk_1000002034,Normal
blk_1000002035,Normal
blk_1000002036,Normal
blk_1000002037,Normal
blk_1000002038,Normal
blk_1000002039,Normal
blk_1000002040,Normal
blk_1000002041,Normal
blk_1000002042,Normal
blk_1000002043,Normal
blk_1000002044,Normal
blk_1000002045,Normal
blk_1000002046,Normal
blk_1000002047,Normal
blk_1000002048,Normal
blk_1000002049,Normal
blk_1000002050,Normal
blk_1000002051,Normal
blk_1000002052,Normal
blk_1000002053,Normal
blk_1000002054,Normal
blk_1000002055,Normal
blk_1000002056,Normal
blk_1000002057,Normal
blk_1000002058,Normal
blk_1000002059,Normal
blk_1000002060,Normal
blk_1000002061,Anomaly
blk_1000002062,Anomaly
blk_1000002063,Normal
blk_1000002064,Normal
blk_1000002065,Anomaly
blk_1000002066,Normal
blk_1000002067,Anomaly
blk_1000002068,Anomaly
blk_1000002069,Anomaly
blk_1000002070,Normal
blk_1000002071,Normal
blk_1000002072,Normal
blk_1000002073,Anomaly
blk_1000002074,Normal
blk_1000002075,Normal
blk_1000002076,Normal
blk_1000002077,Normal
blk_1000002078,Normal
blk_1000002079,Normal
blk_1000002080,Normal
blk_1000002081,Normal
blk_1000002082,Normal
blk_1000002083,Anomaly
blk_1000002084,Normal
blk_1000002085,Normal
blk_1000002086,Normal
blk_1000002087,Normal
blk_1000002088,Normal
blk_1000002089,Normal
blk_1000002090,Anomaly
blk_1000002091,Normal
blk_1000002092,Normal
blk_1000002093,Normal
blk_1000002094,Normal
blk_1000002095,Normal
blk_1000002096,Normal
blk_1000002097,Normal
blk_1000002098,Normal
blk_1000002099,Normal
blk_1000002100,Normal
blk_1000002101,Normal
blk_1000002102,Normal
blk_1000002103,Anomaly
blk_1000002104,Normal
blk_1000002105,Normal
blk_1000002106,Normal
blk_1000002107,Normal
blk_1000002108,Normal
blk_1000002109,Normal
blk_1000002110,Anomaly
blk_1000002111,Normal
blk_1000002112,Normal
blk_1000002113,Normal
blk_1000002114,Normal
blk_1000002115,Normal
blk_1000002116,Anomaly
blk_1000002117,Normal
blk_1000002118,Normal
blk_1000002119,Normal
blk_1000002120,Normal
blk_1000002121,Anomaly
blk_1000002122,Normal
blk_1000002123,Normal
blk_1000002124,Normal
blk_1000002125,Normal
blk_1000002126,Normal
blk_1000002127,Normal
blk_1000002128,Anomaly
blk_1000002129,Normal
blk_1000002130,Normal
blk_1000002131,Anomaly
blk_1000002132,Normal
blk_1000002133,Normal
blk_1000002134,Anomaly
blk_1000002135,Normal
blk_1000002136,Normal
blk_1000002137,Anomaly
blk_1000002138,Normal
blk_1000002139,Normal
blk_1000002140,Normal
blk_1000002141,Normal
blk_1000002142,Normal
blk_1000002143,Normal
blk_1000002144,Normal
blk_1000002145,Normal
blk_1000002146,Normal
blk_1000002147,Normal
blk_1000002148,Normal
blk_1000002149,Anomaly
blk_1000002150,Normal
blk_1000002151,Normal
blk_1000002152,Normal
blk_1000002153,Normal
blk_1000002154,Normal
blk_1000002155,Normal
blk_1000002156,Normal
blk_1000002157,Normal
blk_1000002158,Anomaly
blk_1000002159,Anomaly
blk_1000002160,Normal
blk_1000002161,Normal
blk_1000002162,Normal
blk_1000002163,Normal
blk_1000002164,Normal
blk_1000002165,Normal
blk_1000002166,Normal
blk_1000002167,Normal
blk_1000002168,Normal
blk_1000002169,Normal
blk_1000002170,Normal
blk_1000002171,Normal
blk_1000002172,Normal
blk_1000002173,Anomaly
blk_1000002174,Normal
blk_1000002175,Normal
blk_1000002176,Normal
blk_1000002177,Normal
blk_1000002178,Normal
blk_1000002179,Normal
blk_1000002180,Normal
blk_1000002181,Normal
blk_1000002182,Normal
blk_1000002183,Normal
blk_1000002184,Normal
blk_1000002185,Normal
blk_1000002186,Normal
blk_1000002187,Normal
blk_1000002188,Normal
blk_1000002189,Normal
blk_1000002190,Normal
blk_1000002191,Normal
blk_1000002192,Normal
blk_1000002193,Normal
blk_1000002194,Normal
blk_1000002195,Normal
blk_1000002196,Normal
blk_1000002197,Normal
blk_1000002198,Normal
blk_1000002199,Normal
blk_1000002200,Normal
blk_1000002201,Normal
blk_1000002202,Normal
blk_1000002203,Normal
blk_1000002204,Normal
blk_1000002205,Anomaly
blk_1000002206,Normal
blk_1000002207,Normal
blk_1000002208,Normal
blk_1000002209,Normal
blk_1000002210,Normal
blk_1000002211,Normal
blk_1000002212,Normal
blk_1000002213,Normal
blk_1000002214,Normal
blk_1000002215,Normal
blk_1000002216,Anomaly
blk_1000002217,Normal
blk_1000002218,Normal
blk_1000002219,Normal
blk_1000002220,Anomaly
blk_1000002221,Normal
blk_1000002222,Normal
blk_1000002223,Normal
blk_1000002224,Anomaly
blk_1000002225,Normal
blk_1000002226,Normal
blk_1000002227,Anomaly
blk_1000002228,Normal
blk_1000002229,Normal
blk_1000002230,Normal
blk_1000002231,Anomaly
blk_1000002232,Normal
blk_1000002233,Anomaly
blk_1000002234,Normal
blk_1000002235,Normal
blk_1000002236,Normal
blk_1000002237,Normal
blk_1000002238,Normal
blk_1000002239,Normal
blk_1000002240,Normal
blk_1000002241,Normal
blk_1000002242,Normal
blk_1000002243,Normal
blk_1000002244,Normal
blk_1000002245,Normal
blk_1000002246,Anomaly
blk_1000002247,Anomaly
blk_1000002248,Normal
blk_1000002249,Anomaly
blk_1000002250,Normal
blk_1000002251,Normal
blk_1000002252,Normal
blk_1000002253,Normal
blk_1000002254,Normal
blk_1000002255,Normal
blk_1000002256,Normal
blk_1000002257,Normal
blk_1000002258,Normal
blk_1000002259,Normal
blk_1000002260,Normal
blk_1000002261,Normal
blk_1000002262,Normal
blk_1000002263,Normal
blk_1000002264,Normal
blk_1000002265,Normal
blk_1000002266,Normal
blk_1000002267,Normal
blk_1000002268,Normal
blk_1000002269,Normal
blk_1000002270,Normal
blk_1000002271,Normal
blk_1000002272,Normal
